,BER
0,0.1613125
1,0.14253125
2,0.125453125
3,0.1064375
4,0.091984375
5,0.079375
6,0.064703125
7,0.0513125
8,0.045
9,0.036515625
10,0.03265625
11,0.0291875
12,0.02675
13,0.023609375
14,0.02325
15,0.020453125
