,BER
0,0.159328125
1,0.141859375
2,0.121515625
3,0.101125
4,0.08571875
5,0.0704375
6,0.050953125
7,0.04034375
8,0.029375
9,0.020890625
10,0.01471875
11,0.011078125
12,0.008734375
13,0.00615625
14,0.006125
15,0.0038125
