,BER
0,0.161265625
1,0.1416875
2,0.120703125
3,0.1036875
4,0.079109375
5,0.062421875
6,0.0469375
7,0.034171875
8,0.0236875
9,0.017140625
10,0.011203125
11,0.008
12,0.006515625
13,0.004953125
14,0.00478125
15,0.003921875
