,BER
0,0.255375
1,0.2366015625
2,0.22153125
3,0.2049375
4,0.1891875
5,0.173671875
6,0.163359375
7,0.149078125
8,0.1409453125
9,0.1296328125
10,0.1235546875
11,0.1153515625
12,0.1132578125
13,0.1074296875
14,0.104546875
15,0.1002734375
