,BER
0,0.249609375
1,0.23203125
2,0.2159765625
3,0.2029609375
4,0.187265625
5,0.1737265625
6,0.1592109375
7,0.1477265625
8,0.13771875
9,0.129453125
10,0.120046875
11,0.1122421875
12,0.1068046875
13,0.10071875
14,0.09696875
15,0.0938515625
