,BER
0,0.160640625
1,0.140203125
2,0.125421875
3,0.108703125
4,0.09015625
5,0.077234375
6,0.06546875
7,0.054546875
8,0.044359375
9,0.037734375
10,0.032125
11,0.029546875
12,0.027
13,0.026296875
14,0.024296875
15,0.024984375
