,BER
0,0.2448828125
1,0.22584375
2,0.21146875
3,0.19446875
4,0.177984375
5,0.1603671875
6,0.1447421875
7,0.127515625
8,0.11453125
9,0.1009296875
10,0.088359375
11,0.0783671875
12,0.0683828125
13,0.062421875
14,0.05509375
15,0.051203125
