,BER
0,0.166265625
1,0.143796875
2,0.12440625
3,0.107609375
4,0.09040625
5,0.076453125
6,0.06559375
7,0.05396875
8,0.04325
9,0.037125
10,0.030296875
11,0.026890625
12,0.023703125
13,0.020265625
14,0.01865625
15,0.0174375
