,BER
0,0.162765625
1,0.143765625
2,0.12559375
3,0.107328125
4,0.09103125
5,0.07625
6,0.066234375
7,0.054375
8,0.047453125
9,0.041359375
10,0.03525
11,0.03178125
12,0.03015625
13,0.026828125
14,0.026109375
15,0.023625
