,BER
0,0.2468515625
1,0.232609375
2,0.2195625
3,0.20575
4,0.189140625
5,0.1743984375
6,0.1618359375
7,0.151390625
8,0.1403671875
9,0.127734375
10,0.1185703125
11,0.111015625
12,0.1078671875
13,0.0984375
14,0.094234375
15,0.09078125
