,BER
0,0.1634375
1,0.14159375
2,0.12484375
3,0.10678125
4,0.091234375
5,0.076875
6,0.062234375
7,0.049296875
8,0.04103125
9,0.03396875
10,0.02646875
11,0.022515625
12,0.021484375
13,0.018640625
14,0.015828125
15,0.01434375
