,BER
0,0.16175
1,0.141234375
2,0.122703125
3,0.107234375
4,0.092421875
5,0.07578125
6,0.062671875
7,0.0511875
8,0.04190625
9,0.032484375
10,0.027578125
11,0.022390625
12,0.01734375
13,0.01553125
14,0.014546875
15,0.012015625
