,BER
0,0.162765625
1,0.142765625
2,0.125421875
3,0.107828125
4,0.094984375
5,0.078453125
6,0.06925
7,0.0611875
8,0.053828125
9,0.04771875
10,0.04625
11,0.042796875
12,0.039890625
13,0.037203125
14,0.038890625
15,0.040546875
