,BER
0,0.2437109375
1,0.230734375
2,0.2141796875
3,0.1978046875
4,0.179828125
5,0.1654296875
6,0.1513828125
7,0.13728125
8,0.123078125
9,0.106265625
10,0.098
11,0.0861875
12,0.0764453125
13,0.068703125
14,0.06665625
15,0.056578125
