,BER
0,0.192734375
1,0.178875
2,0.163015625
3,0.152390625
4,0.142046875
5,0.137125
6,0.1296875
7,0.1249375
8,0.118703125
9,0.11353125
10,0.110375
11,0.1073125
12,0.1059375
13,0.102921875
14,0.101703125
15,0.103328125
