,BER
0,0.2470703125
1,0.230375
2,0.2150390625
3,0.2018671875
4,0.1855234375
5,0.1717734375
6,0.16125
7,0.1483671875
8,0.1346015625
9,0.1285234375
10,0.118265625
11,0.1143515625
12,0.1080234375
13,0.102109375
14,0.09965625
15,0.0976484375
