,BER
0,0.247359375
1,0.2318984375
2,0.21521875
3,0.20234375
4,0.187609375
5,0.1752734375
6,0.160171875
7,0.14978125
8,0.1409375
9,0.133390625
10,0.1243515625
11,0.1175859375
12,0.1113046875
13,0.1066953125
14,0.1036640625
15,0.101234375
