,BER
0,0.251390625
1,0.2347421875
2,0.21971875
3,0.205671875
4,0.1903203125
5,0.1774140625
6,0.164546875
7,0.152171875
8,0.14171875
9,0.1316328125
10,0.1220234375
11,0.117125
12,0.10940625
13,0.10384375
14,0.0998828125
15,0.094390625
