,BER
0,0.160796875
1,0.14021875
2,0.118796875
3,0.103109375
4,0.083
5,0.06559375
6,0.051234375
7,0.037859375
8,0.026765625
9,0.020640625
10,0.013453125
11,0.011125
12,0.0083125
13,0.006765625
14,0.005640625
15,0.004625
