,BER
0,0.245234375
1,0.2330390625
2,0.21621875
3,0.200125
4,0.1880390625
5,0.1740546875
6,0.165015625
7,0.154125
8,0.14625
9,0.1394921875
10,0.1333203125
11,0.130609375
12,0.127953125
13,0.1213984375
14,0.120390625
15,0.1178125
