,BER
0,0.18575
1,0.170734375
2,0.15696875
3,0.146
4,0.137625
5,0.128015625
6,0.122015625
7,0.1155625
8,0.11471875
9,0.108953125
10,0.10778125
11,0.104140625
12,0.09975
13,0.100640625
14,0.098640625
15,0.09934375
