,BER
0,0.177796875
1,0.162140625
2,0.143796875
3,0.128875
4,0.110046875
5,0.100734375
6,0.088875
7,0.08228125
8,0.071546875
9,0.067484375
10,0.060640625
11,0.0556875
12,0.05265625
13,0.05315625
14,0.047453125
15,0.04921875
