,BER
0,0.1671875
1,0.144828125
2,0.124375
3,0.105453125
4,0.087734375
5,0.071765625
6,0.055796875
7,0.04859375
8,0.03990625
9,0.031046875
10,0.02365625
11,0.01978125
12,0.017375
13,0.014609375
14,0.011796875
15,0.012515625
