,BER
0,0.253484375
1,0.24615625
2,0.2339375
3,0.23034375
4,0.2219375
5,0.21428125
6,0.21165625
7,0.208578125
8,0.20578125
9,0.20009375
10,0.198140625
11,0.1971875
12,0.194765625
13,0.198421875
14,0.194921875
15,0.1949375
