,BER
0,0.160703125
1,0.14484375
2,0.12284375
3,0.109828125
4,0.093859375
5,0.079625
6,0.0689375
7,0.0615
8,0.054
9,0.046828125
10,0.041625
11,0.037875
12,0.03728125
13,0.03471875
14,0.03125
15,0.031390625
