,BER
0,0.157421875
1,0.143515625
2,0.123953125
3,0.10634375
4,0.0883125
5,0.076421875
6,0.0630625
7,0.05171875
8,0.04190625
9,0.035984375
10,0.030328125
11,0.025875
12,0.025078125
13,0.02403125
14,0.022046875
15,0.020484375
