,BER
0,0.161046875
1,0.14134375
2,0.125859375
3,0.10765625
4,0.090546875
5,0.074828125
6,0.06196875
7,0.05165625
8,0.041203125
9,0.03390625
10,0.0311875
11,0.02559375
12,0.022765625
13,0.019359375
14,0.019515625
15,0.018515625
