,BER
0,0.216515625
1,0.19875
2,0.183625
3,0.172015625
4,0.16134375
5,0.1515
6,0.13984375
7,0.133859375
8,0.129203125
9,0.125765625
10,0.121515625
11,0.11778125
12,0.11328125
13,0.114859375
14,0.10940625
15,0.11046875
