,BER
0,0.16225
1,0.141
2,0.124734375
3,0.107703125
4,0.09225
5,0.076390625
6,0.065359375
7,0.0529375
8,0.042796875
9,0.035109375
10,0.030453125
11,0.0265625
12,0.021671875
13,0.019484375
14,0.018125
15,0.017921875
