,BER
0,0.183390625
1,0.16784375
2,0.156203125
3,0.144640625
4,0.13828125
5,0.123859375
6,0.12209375
7,0.1151875
8,0.10953125
9,0.106921875
10,0.10609375
11,0.102953125
12,0.09934375
13,0.100390625
14,0.095625
15,0.097625
