,BER
0,0.2463671875
1,0.22896875
2,0.21246875
3,0.1955390625
4,0.180203125
5,0.164390625
6,0.152703125
7,0.1383984375
8,0.1291328125
9,0.1175703125
10,0.109203125
11,0.100515625
12,0.097125
13,0.0914375
14,0.0872109375
15,0.08184375
