,BER
0,0.2478359375
1,0.2315625
2,0.217453125
3,0.2038125
4,0.1886171875
5,0.173015625
6,0.16046875
7,0.1466640625
8,0.136578125
9,0.1257109375
10,0.1166171875
11,0.1079140625
12,0.099921875
13,0.09784375
14,0.0923203125
15,0.086984375
