,BER
0,0.167171875
1,0.1454375
2,0.121796875
3,0.10596875
4,0.0911875
5,0.0751875
6,0.0591875
7,0.049140625
8,0.03959375
9,0.031296875
10,0.02725
11,0.021609375
12,0.01759375
13,0.015
14,0.014359375
15,0.01346875
