,BER
0,0.174171875
1,0.16440625
2,0.144546875
3,0.13078125
4,0.117484375
5,0.10528125
6,0.094125
7,0.08215625
8,0.0733125
9,0.06678125
10,0.05953125
11,0.058515625
12,0.052296875
13,0.053140625
14,0.050078125
15,0.049
