,BER
0,0.2475546875
1,0.23278125
2,0.217875
3,0.2031640625
4,0.188359375
5,0.1747890625
6,0.161125
7,0.1531875
8,0.1421484375
9,0.13396875
10,0.1225703125
11,0.117625
12,0.114125
13,0.1093984375
14,0.1063125
15,0.100671875
