,BER
0,0.309375
1,0.31046875
2,0.30196875
3,0.3018125
4,0.303515625
5,0.302515625
6,0.30659375
7,0.30728125
8,0.303171875
9,0.302625
10,0.3060625
11,0.300828125
12,0.301109375
13,0.30665625
14,0.3013125
15,0.30125
