,BER
0,0.2516796875
1,0.2331796875
2,0.2173515625
3,0.2029140625
4,0.1896328125
5,0.177125
6,0.165625
7,0.1528671875
8,0.143890625
9,0.1358984375
10,0.1283359375
11,0.123546875
12,0.117375
13,0.111703125
14,0.1081171875
15,0.106625
