,BER
0,0.218375
1,0.207328125
2,0.199625
3,0.188796875
4,0.181625
5,0.179921875
6,0.170484375
7,0.16646875
8,0.16296875
9,0.159484375
10,0.157375
11,0.157875
12,0.15290625
13,0.15340625
14,0.152390625
15,0.15271875
